episode:7520, reward: -100, mean reward: 8.36, score: 835.6840581809425, epsilon: 0.0500003489447409, total steps: 441176
episode:14096, reward: -11.35362826948295, mean reward: -2.73, score: -207.71711806629162, epsilon: 0.05000000000987266, total steps: 755363
episode:14097, reward: -12.859403549812837, mean reward: -10.61, score: -201.67270127749953, epsilon: 0.05000000000986641, total steps: 755382
episode:14098, reward: -18.212992923492894, mean reward: -14.94, score: -209.12836157915666, epsilon: 0.0500000000098618, total steps: 755396
episode:14099, reward: -13.139906271470734, mean reward: -5.64, score: -208.6808129099485, epsilon: 0.05000000000984965, total steps: 755433
episode:14100, reward: -100, mean reward: 51.8, score: 3677.6394393595706, epsilon: 0.050000000009826365, total steps: 755504
episode:14101, reward: -9.882595941163544, mean reward: -5.75, score: -207.09034045067924, epsilon: 0.05000000000981458, total steps: 755540
episode:14102, reward: -9.598593130393306, mean reward: -5.99, score: -203.8060010474474, epsilon: 0.050000000009803466, total steps: 755574
episode:14103, reward: -19.427664081247805, mean reward: -15.53, score: -217.39181193673576, epsilon: 0.050000000009798894, total steps: 755588
episode:14104, reward: -11.12551754803209, mean reward: -6.19, score: -204.39441138132437, epsilon: 0.05000000000978812, total steps: 755621
episode:14105, reward: -11.219593916782415, mean reward: -2.67, score: -202.80015034262777, epsilon: 0.05000000000976335, total steps: 755697
episode:14106, reward: -100, mean reward: 31.05, score: 3291.0981980857846, epsilon: 0.050000000009728915, total steps: 755803
episode:14107, reward: -100, mean reward: -1.47, score: -76.20829525831321, epsilon: 0.05000000000971207, total steps: 755855
episode:14108, reward: -17.74246106570315, mean reward: -11.37, score: -215.97935427989006, epsilon: 0.05000000000970592, total steps: 755874
episode:14109, reward: -13.720161898978303, mean reward: -10.82, score: -205.53175349604527, epsilon: 0.05000000000969977, total steps: 755893
episode:14110, reward: -9.469706825773484, mean reward: -5.27, score: -205.6513913816838, epsilon: 0.05000000000968717, total steps: 755932
episode:14111, reward: -100, mean reward: -3.12, score: -215.4438833378022, epsilon: 0.05000000000966492, total steps: 756001
episode:14112, reward: -17.322332320140273, mean reward: -0.74, score: -204.6443855973914, epsilon: 0.05000000000957577, total steps: 756279
episode:14113, reward: -100, mean reward: -3.24, score: -223.75614374543193, epsilon: 0.05000000000955377, total steps: 756348
episode:14114, reward: -100, mean reward: -0.19, score: -6.754868556986025, epsilon: 0.050000000009542314, total steps: 756384
episode:14115, reward: -100, mean reward: 93.71, score: 3935.7898555958664, epsilon: 0.050000000009528964, total steps: 756426
episode:14116, reward: -8.594583254039033, mean reward: -5.92, score: -207.19573226909927, epsilon: 0.050000000009517855, total steps: 756461
episode:14117, reward: -15.238123794265483, mean reward: -11.21, score: -212.98995097696735, epsilon: 0.050000000009511825, total steps: 756480
episode:14118, reward: -100, mean reward: 0.01, score: 0.40848368872954666, epsilon: 0.050000000009500736, total steps: 756515
episode:14119, reward: -100, mean reward: -1.35, score: -65.91648194562524, epsilon: 0.05000000000948523, total steps: 756564
episode:14120, reward: -9.512468157549696, mean reward: -5.48, score: -208.3323843492791, epsilon: 0.050000000009473224, total steps: 756602
episode:14121, reward: -18.682121807242552, mean reward: -14.27, score: -214.00952264518924, epsilon: 0.050000000009468484, total steps: 756617
episode:14122, reward: -17.23851926259375, mean reward: -0.58, score: -209.9473258353122, epsilon: 0.05000000000935586, total steps: 756976
episode:14123, reward: -13.733354708520553, mean reward: -2.84, score: -207.16214211960556, epsilon: 0.05000000000933312, total steps: 757049
episode:14124, reward: -11.504228286237607, mean reward: -10.74, score: -204.02091887437751, epsilon: 0.05000000000932721, total steps: 757068
episode:14125, reward: -16.839998056246493, mean reward: -0.78, score: -210.5295351264779, epsilon: 0.05000000000924395, total steps: 757337
episode:14126, reward: -8.547015618899978, mean reward: -6.11, score: -201.59601057685546, epsilon: 0.05000000000923378, total steps: 757370
episode:14127, reward: -10.655972503027144, mean reward: -6.0, score: -209.93787186084217, epsilon: 0.05000000000922302, total steps: 757405
episode:14128, reward: -15.003405530948218, mean reward: -16.84, score: -202.0968175683027, epsilon: 0.05000000000921933, total steps: 757417
episode:14129, reward: -16.604553066724858, mean reward: -11.57, score: -208.31016527598922, epsilon: 0.0500000000092138, total steps: 757435
episode:14130, reward: -11.690836859778445, mean reward: -5.77, score: -201.85771880984422, epsilon: 0.05000000000920306, total steps: 757470
episode:14131, reward: -8.602641103773848, mean reward: -5.79, score: -208.4282107238077, epsilon: 0.05000000000919202, total steps: 757506
episode:14132, reward: -10.420049277204935, mean reward: -9.57, score: -200.90847648309463, epsilon: 0.050000000009185586, total steps: 757527
episode:14133, reward: -11.613838652928935, mean reward: -11.15, score: -200.68250929000783, epsilon: 0.050000000009180076, total steps: 757545
episode:14134, reward: -13.725070733024562, mean reward: -14.74, score: -206.2964003200793, epsilon: 0.050000000009175795, total steps: 757559
episode:14135, reward: -100, mean reward: 0.05, score: 2.0189047455014304, epsilon: 0.050000000009164484, total steps: 757596
episode:14136, reward: -11.530998878433207, mean reward: -5.33, score: -207.71400125308318, epsilon: 0.05000000000915258, total steps: 757635
episode:14137, reward: -16.599303724462146, mean reward: -9.77, score: -205.1072939899353, epsilon: 0.05000000000914617, total steps: 757656
episode:14138, reward: -15.937201036487142, mean reward: -14.06, score: -210.84384770363337, epsilon: 0.05000000000914161, total steps: 757671
episode:14139, reward: -9.54297913705614, mean reward: -5.45, score: -201.6125348358375, epsilon: 0.05000000000913034, total steps: 757708
episode:14140, reward: -12.616492481386814, mean reward: -11.17, score: -201.07472903835466, epsilon: 0.050000000009124856, total steps: 757726
episode:14141, reward: -16.39130286702579, mean reward: -16.26, score: -211.35172761555026, epsilon: 0.05000000000912091, total steps: 757739
episode:14142, reward: -12.542868959301327, mean reward: -5.54, score: -210.45600581658823, epsilon: 0.05000000000910936, total steps: 757777
episode:14143, reward: -12.917330152828974, mean reward: -2.8, score: -206.92389749092257, epsilon: 0.05000000000908692, total steps: 757851
episode:14144, reward: -13.359549296401969, mean reward: -11.3, score: -203.38894255686287, epsilon: 0.05000000000908147, total steps: 757869
episode:14145, reward: -11.637633144754075, mean reward: -5.49, score: -208.66949136884972, epsilon: 0.05000000000906997, total steps: 757907
episode:14146, reward: -15.705523834886723, mean reward: -10.96, score: -208.22010817682994, epsilon: 0.05000000000906423, total steps: 757926
episode:14147, reward: -11.095288494080089, mean reward: -5.51, score: -203.79310241733785, epsilon: 0.05000000000905306, total steps: 757963
episode:14148, reward: -10.214800509619884, mean reward: -4.95, score: -207.78257668365697, epsilon: 0.05000000000904039, total steps: 758005
episode:14149, reward: -100, mean reward: -3.39, score: -230.3628242202891, epsilon: 0.050000000009019926, total steps: 758073
episode:14150, reward: -9.775385227946119, mean reward: -5.95, score: -208.2370858605562, epsilon: 0.05000000000900941, total steps: 758108
episode:14151, reward: -9.965876952609197, mean reward: -2.65, score: -203.9781237005688, epsilon: 0.050000000008986314, total steps: 758185
episode:14152, reward: -6.596620522496352, mean reward: -5.84, score: -204.32082138794075, epsilon: 0.05000000000897584, total steps: 758220
episode:14153, reward: -11.470962799837404, mean reward: -11.22, score: -201.96319406191458, epsilon: 0.05000000000897045, total steps: 758238
episode:14154, reward: -100, mean reward: -0.18, score: -6.322785969938764, epsilon: 0.05000000000895969, total steps: 758274
episode:14155, reward: -11.605144029247041, mean reward: -5.76, score: -201.65902394919857, epsilon: 0.05000000000894925, total steps: 758309
episode:14156, reward: -10.83813055429389, mean reward: -5.45, score: -207.09460093463156, epsilon: 0.050000000008937916, total steps: 758347
episode:14157, reward: -100, mean reward: 30.39, score: 1519.4989260130312, epsilon: 0.05000000000892303, total steps: 758397
episode:14158, reward: -14.548310783681444, mean reward: -10.08, score: -201.58327502977863, epsilon: 0.050000000008917085, total steps: 758417
episode:14159, reward: -15.689694484570843, mean reward: -16.03, score: -208.45079429886792, epsilon: 0.05000000000891322, total steps: 758430
episode:14160, reward: -16.990345664962245, mean reward: -2.86, score: -208.59292385927284, epsilon: 0.05000000000889156, total steps: 758503
episode:14161, reward: -10.860803918671508, mean reward: -5.09, score: -203.4358938442256, epsilon: 0.05000000000887971, total steps: 758543
episode:14162, reward: -18.154019114009095, mean reward: -15.56, score: -217.77324320494026, epsilon: 0.05000000000887557, total steps: 758557
episode:14163, reward: -11.27350710302001, mean reward: -4.87, score: -209.60689955998484, epsilon: 0.05000000000886286, total steps: 758600
episode:14164, reward: -14.508880344077514, mean reward: -8.76, score: -201.54538788488114, epsilon: 0.050000000008856064, total steps: 758623
episode:14165, reward: -10.20010104804966, mean reward: -5.22, score: -203.5777941059353, epsilon: 0.05000000000884456, total steps: 758662
episode:14166, reward: -16.31774134707043, mean reward: -2.65, score: -201.21804740126927, epsilon: 0.05000000000882218, total steps: 758738
episode:14167, reward: -13.976698978629981, mean reward: -11.21, score: -201.7118526815959, epsilon: 0.05000000000881689, total steps: 758756
episode:14168, reward: -16.84887954844241, mean reward: -5.38, score: -209.70525898829345, epsilon: 0.05000000000880544, total steps: 758795
episode:14169, reward: -14.017580809092122, mean reward: -8.39, score: -209.71356385971225, epsilon: 0.0500000000087981, total steps: 758820
episode:14170, reward: -15.682992335192392, mean reward: -10.59, score: -201.29030917508152, epsilon: 0.05000000000879253, total steps: 758839
episode:14171, reward: -11.035151354197719, mean reward: -9.35, score: -205.60668271646244, epsilon: 0.050000000008786086, total steps: 758861
episode:14172, reward: -17.244927166323826, mean reward: -0.64, score: -206.60399340275737, epsilon: 0.05000000000869258, total steps: 759182
episode:14173, reward: -9.680530641218574, mean reward: -5.69, score: -204.9625963671177, epsilon: 0.05000000000868215, total steps: 759218
episode:14174, reward: -100, mean reward: -0.46, score: -19.74404494115967, epsilon: 0.050000000008669714, total steps: 759261
episode:14175, reward: -100, mean reward: -3.25, score: -237.0653503275747, epsilon: 0.05000000000864865, total steps: 759334
episode:14176, reward: -13.609014004972689, mean reward: -10.01, score: -200.2913168112367, epsilon: 0.05000000000864288, total steps: 759354
episode:14177, reward: -100, mean reward: -0.12, score: -4.711647215301127, epsilon: 0.05000000000863194, total steps: 759392
episode:14178, reward: -100, mean reward: 122.78, score: 4665.775445134311, epsilon: 0.05000000000862101, total steps: 759430
episode:14179, reward: -14.491858067712014, mean reward: -11.46, score: -206.3257672653359, epsilon: 0.05000000000861584, total steps: 759448
episode:14180, reward: -100, mean reward: 66.35, score: 3052.3192781067, epsilon: 0.05000000000860264, total steps: 759494
episode:14181, reward: -10.965949101751649, mean reward: -5.74, score: -206.74854693457215, epsilon: 0.050000000008592324, total steps: 759530
episode:14182, reward: -100, mean reward: 31.27, score: 1125.8050626884349, epsilon: 0.05000000000858202, total steps: 759566
episode:14183, reward: -12.93467287222844, mean reward: -6.13, score: -208.47237194866747, epsilon: 0.0500000000085723, total steps: 759600
episode:14184, reward: -11.387391059590277, mean reward: -10.94, score: -207.8940059420514, epsilon: 0.05000000000856687, total steps: 759619
episode:14185, reward: -100, mean reward: -0.56, score: -28.077590234345053, epsilon: 0.050000000008552606, total steps: 759669
episode:14186, reward: -16.00545174330146, mean reward: -0.67, score: -200.42109840704288, epsilon: 0.05000000000846807, total steps: 759967
episode:14187, reward: -7.891701049486657, mean reward: -2.39, score: -200.74134845012756, epsilon: 0.050000000008444394, total steps: 760051
episode:14188, reward: -11.374289022777715, mean reward: -5.56, score: -211.2092139519697, epsilon: 0.0500000000084337, total steps: 760089
episode:14189, reward: -18.97668355786279, mean reward: -16.72, score: -200.69574424211865, epsilon: 0.05000000000843033, total steps: 760101
episode:14190, reward: -11.372815860513162, mean reward: -5.16, score: -201.10508088706123, epsilon: 0.05000000000841938, total steps: 760140
episode:14191, reward: -13.927178575558935, mean reward: -10.1, score: -202.032826628219, epsilon: 0.050000000008413766, total steps: 760160
